"Domain","AccountName","AccountGroup","ActiveDirectoryRights","ObjectRights","ObjectDN","ObjectOwner","ObjectClassCategory"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=F5_PHX_PROD_Administrator,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Hyper-V Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Managed Service Accounts,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=MQ_Admin,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","User"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Policies,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","OU=Domain Controllers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","OU"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes-All","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","MTaranto.DR","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes-In-Filtered-Set","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Account Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Admins,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=krbtgt,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","User"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=LAS_to_PHX_TS_AdvisorGroup_Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Managed Service Accounts,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Policies,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Server Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","OU=Domain Controllers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","OU"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","CN=DnsAdmins,CN=Users,DC=phx,DC=fnbm,DC=corp","NT AUTHORITY\SYSTEM","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","CN=F5_PHX_PROD_Administrator,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","CN=Hyper-V Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","CN=MQ_Admin,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","User"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Domain Admins","GenericAll","All","OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","MTaranto.DR","PHXC1B\Group Policy Creator Owners","CreateChild","All","CN=Policies,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Account Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Admins,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=krbtgt,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","User"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=LAS_to_PHX_TS_AdvisorGroup_Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Server Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=DnsAdmins,CN=Users,DC=phx,DC=fnbm,DC=corp","NT AUTHORITY\SYSTEM","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=F5_PHX_PROD_Administrator,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Hyper-V Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Managed Service Accounts,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=MQ_Admin,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","User"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Policies,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","OU=Domain Controllers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","OU"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes-All","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","mwroblewski.dr","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes-In-Filtered-Set","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Account Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Admins,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=krbtgt,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","User"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=LAS_to_PHX_TS_AdvisorGroup_Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Managed Service Accounts,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Policies,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Server Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","DC=phx,DC=fnbm,DC=corp","BUILTIN\Administrators","Domain"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","OU=Domain Controllers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","OU"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","CN=DnsAdmins,CN=Users,DC=phx,DC=fnbm,DC=corp","NT AUTHORITY\SYSTEM","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","CN=F5_PHX_PROD_Administrator,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","CN=Hyper-V Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","CN=MQ_Admin,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","CN=PHX MQ Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","User"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","OU=Database_Admin,OU=IT_Infrastructure,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Domain Admins","GenericAll","All","OU=IT_Admin,OU=Users,OU=PHX_IT,OU=Phoenix,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","OU"
"phx.fnbm.corp","mwroblewski.dr","PHXC1B\Group Policy Creator Owners","CreateChild","All","CN=Policies,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Account Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Administrators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=AdminSDHolder,CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Backup Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Admins,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=krbtgt,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","User"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=LAS_to_PHX_TS_AdvisorGroup_Admin,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Server Operators,CN=Builtin,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Container"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=DnsAdmins,CN=Users,DC=phx,DC=fnbm,DC=corp","NT AUTHORITY\SYSTEM","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=F5_PHX_PROD_Administrator,OU=Access_Rolls,OU=IT_Advisor_Groups,OU=PHX_IT_Advisors,DC=phx,DC=fnbm,DC=corp","FNBMCORP\Enterprise Admins","Group"
"phx.fnbm.corp","nfedei.dr","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Group Policy Creator Owners,CN=Users,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","Group"
